Assessment Name,Detail URL,Remote Testing,Adaptive/IRT,Test Type,Detail Title,Description,Job Levels,Detail Test Type,Downloads
Graduate + 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/graduate-8-0-job-focused-assessment/,Yes,No,ABP,Graduate + 8.0 Job Focused Assessment,"The Graduate + 8.0 Job Focused Assessment is a short, targeted, globally applicable assessment which includes a short cognitive ability measure. It helps you identify graduates with the highest potential to contribute and succeed, as well as providing actionable feedback to help you onboard new hires.It is designed for professional level positions appropriate for recent college graduates and is available as part of SHL’s Graduate Solution.","Graduate,",N/A,"[{'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Detailed Report - UKE.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Interview Report - UKE.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0%2B Candidate Report UKE - Medium (1).pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_Candidate Report_ELA.pdf', 'language': 'Latin American Spanish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_Detailed Report_ELA.pdf', 'language': 'Latin American Spanish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_Interview Report_ELA.pdf', 'language': 'Latin American Spanish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0%2B Candidate Report - Medium (1).pdf', 'language': 'English (USA)'}, {'title': 'Product fact sheet', 'link': 'https://service.shl.com/docs/Graduate_%2B 8.0_FactSheet(USE)[1866].pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Detailed Report - USE.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Interview Report - USE.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Graduate%2B 8.0 Product Fact sheet.pdf', 'language': 'English (USA)'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/sample candidate report.pdf', 'language': 'Arabic'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/sample detailed report.pdf', 'language': 'Arabic'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/sample interview report.pdf', 'language': 'Arabic'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Candidate Report Traditional chinese.pdf', 'language': 'Chinese Traditional'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Detailed Report Traditional chinese.pdf', 'language': 'Chinese Traditional'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Interview Report Traditional chinese.pdf', 'language': 'Chinese Traditional'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate%2B8.0CandidateReport_CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate%2B8.0DetailedReport_CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate%2B8.0InterviewReport_CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Samplereports_Grad%2B_Grad8.0@sample.report_Graduate%2B8.0CandidateReport_1097734.pdf', 'language': 'Danish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Samplereports_Grad%2B_Grad8.0@sample.report_Graduate%2B8.0DetailedReport_1097734.pdf', 'language': 'Danish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Samplereports_Grad%2B_Grad8.0@sample.report_Graduate%2B8.0InterviewReport_1097734.pdf', 'language': 'Danish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_CandidateReport_Dutch.pdf', 'language': 'Dutch'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_DetailedReport_Dutch.pdf', 'language': 'Dutch'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_InterviewReport_Dutch.pdf', 'language': 'Dutch'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_sample@candidate2.sss_Graduate%2B8.0CandidateReport_1041535.pdf', 'language': 'French'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_sample@candidate2.sss_Graduate%2B8.0DetailedReport_1041535.pdf', 'language': 'French'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_sample@candidate2.sss_Graduate%2B8.0InterviewReport_1041535.pdf', 'language': 'French'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate0402@shl.com_Graduate%2B8.0CandidateReport_13209098.pdf', 'language': 'German'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate0402@shl.com_Graduate%2B8.0DetailedReport_13209098.pdf', 'language': 'German'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate0402@shl.com_Graduate%2B8.0InterviewReport_13209098.pdf', 'language': 'German'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0  Candidate.pdf', 'language': 'Italian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0  Detailed.pdf', 'language': 'Italian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0 Interview.pdf', 'language': 'Italian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate%2B8.0CandidateReport_NOR.pdf', 'language': 'Norwegian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate%2B8.0DetailedReport_NOR.pdf', 'language': 'Norwegian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate%2B8.0InterviewReport_NOR.pdf', 'language': 'Norwegian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0 Detailed Report Romanian.pdf', 'language': 'Romanian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0 Candidate Report Romanian.pdf', 'language': 'Romanian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0 Interview Report Romanian.pdf', 'language': 'Romanian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Candidate Report Swedish.pdf', 'language': 'Swedish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Detailed Report Swedish.pdf', 'language': 'Swedish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Interview Report Swedish.pdf', 'language': 'Swedish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0 Candidate Report Turkish.pdf', 'language': 'Turkish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0 Detailed Report Turkish.pdf', 'language': 'Turkish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate %2B 8.0 Interview Report Turkish.pdf', 'language': 'Turkish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_Candidate Report_BRA.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_Detailed Report_BRA.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate%2B8.0_Interview Report_BRA.pdf', 'language': 'Portuguese (Brazil)'}]"
Graduate 7.1 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/graduate-7-1-job-focused-assessment/,Yes,No,BC,Graduate 7.1 Job Focused Assessment,The Graduate 7.1 Job Focused Assessment is designed for professional level positions appropriate for recent college graduates.,"Graduate,",N/A,"[{'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate 7.1 sample interview report.pdf', 'language': 'English International'}, {'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Graduate 7.0 Fact Sheet_USE.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_INT.pdf', 'language': 'English International'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_INT.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_LAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_LAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_LAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_JAP.pdf', 'language': 'Japanese'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_JAP.pdf', 'language': 'Japanese'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_JAP.pdf', 'language': 'Japanese'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_NED.pdf', 'language': 'Dutch'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_NED.pdf', 'language': 'Dutch'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_NED.pdf', 'language': 'Dutch'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_FRA.pdf', 'language': 'French'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_FRA.pdf', 'language': 'French'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_FRA.pdf', 'language': 'French'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport DEU.pdf', 'language': 'German'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport DEU.pdf', 'language': 'German'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport DEU.pdf', 'language': 'German'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_ITA.pdf', 'language': 'Italian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_ITA.pdf', 'language': 'Italian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_ITA.pdf', 'language': 'Italian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_POL.pdf', 'language': 'Polish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_POL.pdf', 'language': 'Polish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_POL.pdf', 'language': 'Polish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_RUS.pdf', 'language': 'Russian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_RUS.pdf', 'language': 'Russian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_RUS.pdf', 'language': 'Russian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport_SVE.pdf', 'language': 'Swedish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport_SVE.pdf', 'language': 'Swedish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport_SVE.pdf', 'language': 'Swedish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/GraduateCandidateReport BRA.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/GraduateDetailedReport BRA.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/GraduateInterviewReport BRA.pdf', 'language': 'Portuguese (Brazil)'}]"
Graduate 8.0 Job Focused Assessment,https://www.shl.com/solutions/products/product-catalog/view/graduate-8-0-job-focused-assessment-4228/,Yes,No,PB,Graduate 8.0 Job Focused Assessment,"The Graduate 8.0 Job Focused Assessment is a short, targeted, globally applicable assessment to help you identify graduates with the highest potential to contribute and succeed. It also provides actionable feedback to help you onboard new hires.It is designed for professional level positions appropriate for recent college graduates and is available as part of SHL’s Graduate Solution.","Graduate,",N/A,"[{'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Candidate Report UKE - High (1).pdf', 'language': 'English International'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/UKE_Graduate_8.0_Detailed_Report.pdf', 'language': 'English International'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/UKE_Graduate_8.0_Interview_Report.pdf', 'language': 'English International'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/ELA_Graduate_8.0_Candidate_Report.pdf', 'language': 'Latin American Spanish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/ELA_Graduate_8.0_Detailed_Report.pdf', 'language': 'Latin American Spanish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/ELA_Graduate_8.0_Interview_Report.pdf', 'language': 'Latin American Spanish'}, {'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/Graduate_8.0_FactSheet(USE).pdf', 'language': 'English (USA)'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Candidate Report - High (1).pdf', 'language': 'English (USA)'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/USE_Graduate_8.0_Detailed_Report.pdf', 'language': 'English (USA)'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/USE_Graduate_8.0_Interview_Report.pdf', 'language': 'English (USA)'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate8.0 CandidateReport ARB.pdf', 'language': 'Arabic'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate8.0 DetailedReport ARB.pdf', 'language': 'Arabic'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Graduate8.0 InterviewReport ARB.pdf', 'language': 'Arabic'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Graduate8.0CandidateReport_CHT_1095528.pdf', 'language': 'Chinese Traditional'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Graduate8.0DetailedReport_CHT_1095528.pdf', 'language': 'Chinese Traditional'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Graduate8.0InterviewReport_CHT_1095528.pdf', 'language': 'Chinese Traditional'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Candidate Report -  Graduate 8 CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Detailed Report -  Graduate 8 CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Interview Report - Graduate 8 CHS.pdf', 'language': 'Chinese Simplified'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Graduate8.0CandidateReport_Danish1095528.pdf', 'language': 'Danish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Graduate8.0DetailedReport_Danish1095528.pdf', 'language': 'Danish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Graduate8.0InterviewReport_Danish1095528.pdf', 'language': 'Danish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate.02.02@shl.com_Graduate8.0CandidateReport_13140811.pdf', 'language': 'Dutch'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate.02.02@shl.com_Graduate8.0DetailedReport_13140811.pdf', 'language': 'Dutch'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_SampleCandidate.02.02@shl.com_Graduate8.0InterviewReport_13140811.pdf', 'language': 'Dutch'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Finnish_Graduate8.0CandidateReport_13140811.pdf', 'language': 'Finnish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Finnish_Graduate8.0DetailedReport_13140811.pdf', 'language': 'Finnish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Sample_Candidate_Finnish_Graduate8.0InterviewReport_13140811.pdf', 'language': 'Finnish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Candidate Report - Graduate 8 FRA.pdf', 'language': 'French'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Detailed Report - Graduate 8 FRA.pdf', 'language': 'French'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Interview Report - Graduate 8 FRA.pdf', 'language': 'French'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/German_Graduate_8.0_Candidate_Report.pdf', 'language': 'German'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/German_Graduate_8.0_Detailed_Report.pdf', 'language': 'German'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/German_Graduate_8.0_Interview_Report.pdf', 'language': 'German'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0  Candidate.pdf', 'language': 'Italian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate 8.0  Detailed.pdf', 'language': 'Italian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Interview.pdf', 'language': 'Italian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate8.0_NOR_Candidate_Report.pdf', 'language': 'Norwegian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate8.0_NOR_Detailed_Report.pdf', 'language': 'Norwegian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate8.0_NOR_Interview_Report.pdf', 'language': 'Norwegian'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Interview Report Romanian.pdf', 'language': 'Romanian'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Detailed Report Romanian.pdf', 'language': 'Romanian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Candidate Report Romanian.pdf', 'language': 'Romanian'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate8.0_Swedish_CandidateReport.pdf', 'language': 'Swedish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate8.0_Swedish_DetailedReport.pdf', 'language': 'Swedish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate8.0_Swedish_InterviewReport.pdf', 'language': 'Swedish'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Detailed Report Turkish.pdf', 'language': 'Turkish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Candidate Report Turkish.pdf', 'language': 'Turkish'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate 8.0 Interview Report Turkish.pdf', 'language': 'Turkish'}, {'title': 'Candidate Report', 'link': 'https://service.shl.com/docs/Graduate 8.0_Candidate Report_PTBR.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Detailed Report', 'link': 'https://service.shl.com/docs/Graduate 8.0_Detailed Report_PTBR.pdf', 'language': 'Portuguese (Brazil)'}, {'title': 'Interview Report', 'link': 'https://service.shl.com/docs/Graduate 8.0_Interview Report_PTBR.pdf', 'language': 'Portuguese (Brazil)'}]"
Guest Service Team 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/guest-service-team-7-0-solution/,Yes,No,B,Guest Service Team 7.0 Solution,"Our Guest Service Team 7.0 solution is designed for team-oriented entry-level positions that involve a high degree of interaction with customers. The solution covers a wide variety of positions, and assesses competencies critical to interacting with customers including: persisting to meet guest needs; behaving responsibly and appropriately; effectively working alongside others; preparing and/or delivering customer orders; following rules and policies; and communicating effectively. 

Potential job titles that use this solution include: Server, Hostess, Guest Services Team Member, Customer Service Champion.Report Language Availability:English (USA), Latin American Spanish.","Entry-Level,",N/A,"[{'title': 'Sample Report - Detailed', 'link': 'https://service.shl.com/docs/Guest Service Team Candidate Detailed Report NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report - Development', 'link': 'https://service.shl.com/docs/Guest Service Team Candidate Development Report NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report - Interview', 'link': 'https://service.shl.com/docs/Guest Service Team Candidate Interview Report NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report - Development', 'link': 'https://service.shl.com/docs/Guest Service Team 7.0 - Sample DevelopmentReport.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Interview', 'link': 'https://service.shl.com/docs/Guest Service Team 7.0 - Sample Interview Report.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/7.0GuestServiceTeam_FactSheet(USE)v2.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report - Detailed', 'link': 'https://service.shl.com/docs/Guest Service Team - Sample Detailed Report.pdf', 'language': 'English (USA)'}]"
Guest Services Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/guest-services-associate-solution/,Yes,Yes,ABPS,Guest Services Associate Solution,"The Guest Services Associate solution is designed for entry to mid-level customer service positions in the hospitality industry. The solution is for highly customer service focused positions with few to no sales components. Sample tasks may include: providing information on entertainment, dining and transportation to guests, making dining recommentations to guests, arranging transportation for guests, and making reservations. Potential job titles that use this solution are: Concierge, Guest Services Agent, Club Concierge, Hotel Concierge, Front Office Manager and Guest Services Associate. Multiple configurations of this solution are available.","Entry-Level,",N/A,"[{'title': 'Fact Sheet Hospitality Suite Guest Services Associate One Sitting_USE', 'link': 'https://service.shl.com/docs/Fact Sheet Hospitality Suite Guest Services Associate One Sitting_USE.pdf', 'language': 'English (USA)'}]"
Healthcare Aide 7.0 Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-aide-7-0-solution/,Yes,No,B,Healthcare Aide 7.0 Solution,"Our Healthcare Aide 7.0 solution is designed for individually-oriented, entry-level positions that directly support another person's health and well-being. The solution covers a wide variety of positions, and assesses behaviors critical for patient support roles including: understanding and following detailed instructions; administering personal care; being respectful and tolerant of patients; preparing and maintaining records of patient progress and services performed; and working hard to meet or exceed patient needs.  
Potential job titles that use this solution include: Personal Care Aide, Healthcare Aide, Home Health Aide, Dental Assistant.Report Language Availability:English (USA), Latin American Spanish.","Entry-Level,",N/A,"[{'title': 'Sample Report - Interview', 'link': 'https://service.shl.com/docs/Healthcare Aide Candidate Interview Report NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report - Development', 'link': 'https://service.shl.com/docs/Healthcare Aide Candidate Development Report NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report - Detailed', 'link': 'https://service.shl.com/docs/Healthcare Aide Candidate Detailed Report NAS.pdf', 'language': 'Latin American Spanish'}, {'title': 'Sample Report - Detailed', 'link': 'https://service.shl.com/docs/Healthcare Aide 7.0 Detailed Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report - Development', 'link': 'https://service.shl.com/docs/Healthcare Aide 7.0 Development Report.pdf', 'language': 'English (USA)'}, {'title': 'Sample Report – Interview', 'link': 'https://service.shl.com/docs/Healthcare Aide 7.0 Interview Report.pdf', 'language': 'English (USA)'}, {'title': 'Product Fact Sheet', 'link': 'https://service.shl.com/docs/7.0HealthcareAide_FactSheet(USE)v2.pdf', 'language': 'English (USA)'}]"
Healthcare Call Center Agent Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-call-center-agent-solution/,Yes,Yes,ABPS,Healthcare Call Center Agent Solution,"The Healthcare Call Center Agent solution is for entry-level positions in an inbound healthcare call center environment.  Sample tasks for this job include, but are not limited to: taking and receiving information from patients over the phone, working between computer screens, and entering information into a computer.  Potential job titles that use this solution are: Call Center Representative, Receptionist, and Switchboard Operator.  Multiple configurations of this solution are available.","Entry-Level,",N/A,"[{'title': 'Fact Sheet Healthcare Call Center Agent One Sitting_USE', 'link': 'https://service.shl.com/docs/Fact Sheet Healthcare Call Center Agent One Sitting_USE.pdf', 'language': 'English (USA)'}]"
Healthcare Service Associate Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-service-associate-solution/,Yes,Yes,ABP,Healthcare Service Associate Solution,"The Healthcare Service Associate solution is for entry-level positions in a healthcare environment that require the employee to interact with patients.  Sample tasks for this job include, but are not limited to: delivering food to patients, cleaning patient rooms, and welcoming guests to the hospital.  Potential job titles that use this solution are: Housekeepers, Dietary Aides, and Guest Services Coordinator. There are multiple configurations and versions of this solution available.","Entry-Level,",N/A,"[{'title': 'Fact Sheet Healthcare Service Associate One Sitting_USE', 'link': 'https://service.shl.com/docs/Fact Sheet Healthcare Service Associate One Sitting_USE.pdf', 'language': 'English (USA)'}]"
Healthcare Support Specialist Solution,https://www.shl.com/solutions/products/product-catalog/view/healthcare-support-specialist-solution/,Yes,Yes,ABP,Healthcare Support Specialist Solution,"The Healthcare Support Specialist solution is for entry-level positions in a healthcare environment that do not require the employee to interact with patients.  Sample tasks for this job include, but are not limited to: preparing food for patients, washing hospital linens, and cleaning the healthcare facility.  Potential job titles that use this solution are: Janitors, Food Preparation Workers, and Laundry Associates.  Multiple configurations of this solution are available.","Entry-Level,",N/A,"[{'title': 'Fact Sheet Healthcare Support Specialist One Sitting_USE', 'link': 'https://service.shl.com/docs/Fact Sheet Healthcare Support Specialist One Sitting_USE.pdf', 'language': 'English (USA)'}]"
Home Health Aide Solution,https://www.shl.com/solutions/products/product-catalog/view/home-health-aide-solution/,Yes,Yes,ABP,Home Health Aide Solution,"The Home Health Aide solution is for entry-level positions in an in-home or group home environment.  Sample tasks for this job include, but are not limited to: monitoring vital signs and medication intake, administering bedside and personal care such as ambulation and personal hygiene, and preparing and maintaining records of patient progress and services performed.  Potential job titles that use this solution are: Personal Care Aide, Home Health Aide, Residential Assistant, and Certified Nursing Assistant. There are multiple configurations and versions of this solution available.","Entry-Level,",N/A,"[{'title': 'Fact Sheet Home Health Aide One Sitting_USE', 'link': 'https://service.shl.com/docs/Fact Sheet Home Health Aide One Sitting_USE.pdf', 'language': 'English (USA)'}]"
